target_x,target_y,target_z,feedback_x,feedback_y,feedback_z
1008.25,-182.316,1000,958.421,-228.71,999.572
1009.15,-181.122,1000,959.157,-228.076,999.573
1010.06,-179.924,1000,960.624,-226.801,999.576
1010.95,-178.722,1000,961.354,-226.16,999.577
1011.84,-177.515,1000,962.082,-225.516,999.578
1012.73,-176.303,1000,962.808,-224.869,999.58
1013.61,-175.087,1000,964.252,-223.569,999.582
1014.48,-173.867,1000,964.971,-222.915,999.584
1015.35,-172.643,1000,965.688,-222.258,999.585
1016.21,-171.414,1000,967.114,-220.937,999.588
1017.06,-170.181,1000,968.531,-219.606,999.591
1017.91,-168.943,1000,969.235,-218.937,999.592
1018.75,-167.701,1000,970.638,-217.591,999.594
1019.58,-166.456,1000,972.03,-216.235,999.597
1020.41,-165.206,1000,973.413,-214.87,999.599
1021.24,-163.952,1000,974.787,-213.494,999.602
1022.05,-162.693,1000,976.151,-212.11,999.604
1022.86,-161.431,1000,976.829,-211.415,999.605
1023.67,-160.165,1000,978.18,-210.017,999.607
1024.47,-158.894,1000,979.523,-208.612,999.609
1025.26,-157.62,1000,980.857,-207.199,999.612
1026.04,-156.342,1000,982.184,-205.78,999.614
1026.82,-155.06,1000,983.504,-204.353,999.617
1027.59,-153.774,1000,984.162,-203.637,999.619
1028.36,-152.484,1000,985.471,-202.2,999.622
1029.12,-151.19,1000,986.774,-200.756,999.625
1029.87,-149.893,1000,988.069,-199.307,999.628
1030.62,-148.591,1000,988.714,-198.579,999.63
1031.36,-147.286,1000,989.998,-197.121,999.633
1032.09,-145.978,1000,991.275,-195.655,999.636
1032.82,-144.666,1000,992.545,-194.183,999.64
1033.54,-143.35,1000,993.807,-192.704,999.644
1034.25,-142.03,1000,994.436,-191.962,999.645
1034.96,-140.707,1000,995.687,-190.474,999.649
1035.66,-139.381,1000,996.93,-188.979,999.653
1036.35,-138.051,1000,998.164,-187.477,999.657
1037.04,-136.717,1000,999.391,-185.969,999.66
1037.72,-135.38,1000,1000,-185.212,999.662
1038.39,-134.04,1000,1001.22,-183.695,999.666
1039.06,-132.696,1000,1002.42,-182.17,999.67
1039.72,-131.349,1000,1003.62,-180.638,999.674
1040.37,-129.999,1000,1004.22,-179.87,999.676
1041.02,-128.646,1000,1005.4,-178.33,999.68
1041.66,-127.289,1000,1006.58,-176.782,999.683
1042.29,-125.929,1000,1007.75,-175.228,999.688
1042.92,-124.566,1000,1008.33,-174.449,999.69
1043.54,-123.2,1000,1009.48,-172.885,999.694
1044.15,-121.831,1000,1010.63,-171.314,999.698
1044.75,-120.459,1000,1011.76,-169.737,999.702
1045.35,-119.083,1000,1012.33,-168.946,999.704
1045.94,-117.705,1000,1013.45,-167.359,999.708
1046.53,-116.324,1000,1014.57,-165.766,999.712
1047.11,-114.94,1000,1015.67,-164.166,999.717
1047.68,-113.553,1000,1016.22,-163.363,999.719
1048.24,-112.163,1000,1017.31,-161.753,999.723
1048.8,-110.77,1000,1018.39,-160.137,999.727
1049.35,-109.375,1000,1018.92,-159.326,999.729
1049.89,-107.977,1000,1019.99,-157.7,999.733
1050.43,-106.576,1000,1021.04,-156.067,999.738
1050.96,-105.173,1000,1022.09,-154.428,999.742
1051.48,-103.766,1000,1022.61,-153.607,999.744
1052,-102.358,1000,1023.64,-151.958,999.748
1052.51,-100.947,1000,1024.66,-150.303,999.753
1053.01,-99.5327,1000,1025.16,-149.473,999.755
1053.5,-98.1164,1000,1026.17,-147.808,999.759
1053.99,-96.6977,1000,1027.16,-146.138,999.763
1054.47,-95.2766,1000,1028.14,-144.461,999.767
1054.94,-93.853,1000,1028.63,-143.62,999.769
1055.41,-92.4272,1000,1029.6,-141.934,999.773
1055.87,-90.999,1000,1030.56,-140.242,999.778
1056.32,-89.5685,1000,1031.03,-139.393,999.78
1056.76,-88.1358,1000,1031.97,-137.692,999.784
1057.2,-86.7009,1000,1032.9,-135.985,999.788
1057.63,-85.2639,1000,1033.36,-135.129,999.79
1058.05,-83.8246,1000,1034.27,-133.413,999.794
1058.47,-82.3834,1000,1035.17,-131.691,999.798
1058.87,-80.94,1000,1035.62,-130.828,999.8
1059.28,-79.4946,1000,1036.5,-129.097,999.805
1059.67,-78.0472,1000,1037.38,-127.361,999.809
1060.06,-76.5979,1000,1037.81,-126.491,999.811
1060.44,-75.1467,1000,1038.67,-124.746,999.815
1060.81,-73.6936,1000,1039.51,-122.996,999.819
1061.17,-72.2386,1000,1039.93,-122.119,999.821
1061.53,-70.7819,1000,1040.76,-120.36,999.825
1061.88,-69.3233,1000,1041.57,-118.596,999.829
1062.22,-67.8631,1000,1041.98,-117.712,999.831
1062.56,-66.4011,1000,1042.77,-115.94,999.835
1062.89,-64.9375,1000,1043.56,-114.163,999.839
1063.21,-63.4722,1000,1043.95,-113.273,999.84
1063.52,-62.0054,1000,1044.72,-111.488,999.844
1063.83,-60.537,1000,1045.47,-109.698,999.848
1064.13,-59.0671,1000,1045.85,-108.801,999.85
1064.42,-57.5958,1000,1046.58,-107.004,999.853
1064.7,-56.123,1000,1046.95,-106.103,999.855
1064.98,-54.6488,1000,1047.67,-104.299,999.859
1065.25,-53.1732,1000,1048.38,-102.49,999.863
1065.51,-51.6963,1000,1048.73,-101.583,999.864
1065.77,-50.2181,1000,1049.42,-99.7672,999.868
1066.01,-48.7386,1000,1050.09,-97.9466,999.871
1066.25,-47.2579,1000,1050.43,-97.0345,999.873
1066.49,-45.7761,1000,1051.09,-95.2071,999.877
1066.71,-44.2931,1000,1051.41,-94.2917,999.879
1066.93,-42.809,1000,1052.05,-92.4578,999.882
1067.14,-41.3238,1000,1052.68,-90.6198,999.885
1067.34,-39.8376,1000,1052.99,-89.6992,999.887
1067.54,-38.3504,1000,1053.6,-87.8549,999.89
1067.73,-36.8622,1000,1054.19,-86.0066,999.893
1067.91,-35.3731,1000,1054.49,-85.0809,999.895
1068.08,-33.8831,1000,1055.07,-83.2265,999.898
1068.25,-32.3923,1000,1055.35,-82.2979,999.9
1068.4,-30.9007,1000,1055.91,-80.438,999.903
1068.56,-29.4083,1000,1056.45,-78.5745,999.906
1068.7,-27.9152,1000,1056.72,-77.6414,999.907
1068.83,-26.4213,1000,1057.25,-75.7726,999.91
1068.96,-24.9268,1000,1057.51,-74.8368,999.911
1069.08,-23.4317,1000,1058.02,-72.9627,999.914
1069.2,-21.936,1000,1058.51,-71.0853,999.917
1069.3,-20.4397,1000,1058.76,-70.1454,999.919
1069.4,-18.943,1000,1059.23,-68.2632,999.921
1069.49,-17.4457,1000,1059.47,-67.321,999.923
1069.58,-15.9481,1000,1059.92,-65.4343,999.925
1069.65,-14.45,1000,1060.37,-63.5445,999.928
1069.72,-12.9516,1000,1060.58,-62.5985,999.929
1069.78,-11.4528,1000,1061.01,-60.7044,999.932
1069.83,-9.95376,1000,1061.22,-59.7564,999.933
1069.88,-8.45447,1000,1061.62,-57.8583,999.935
1069.92,-6.95497,1000,1061.82,-56.9083,999.937
1069.95,-5.45529,1000,1062.21,-55.0062,999.939
1069.97,-3.95548,1000,1062.58,-53.1018,999.941
1069.99,-2.45556,1000,1062.76,-52.1488,999.943
